gene	log2FoldChange_CD8	log2FoldChange_Teff	padj_CD8	padj_Teff	avg_log2FC_Trm1	p_val_adj_Trm1	avg_log2FC_P1	avg_log2FC_P2	avg_log2FC_P3	avg_log2FC_P4	avg_log2FC_P5	avg_log2FC_P6	avg_log2FC_P7	avg_log2FC_P8	avg_log2FC_P9	p_val_adj_P1	p_val_adj_P2	p_val_adj_P3	p_val_adj_P4	p_val_adj_P5	p_val_adj_P6	p_val_adj_P7	p_val_adj_P8	p_val_adj_P9
MZT2B	0.954	-0.412	0.836	0.807	0.2003069339306478	0.0161473608445646	NA	0.29828405350242626	NA	0.31410762073453546	0.653060889152262	-0.21291582727079428	0.22914627913019392	0.2457901591499514	NA	NA	1	NA	1	4.862473093931457e-7	1	1	0.01073058954122219	NA
N4BP2	-0.219	0.561	0.965	0.669	0.21849142324373233	0.02577432010680381	-0.1479034283469785	0.24960087515981477	0.36122400413141625	0.20054363506302636	0.3157798812644715	0.17376625824756864	NA	NA	NA	1	1	1	1	1	1	NA	NA	NA
NAA38	1.139	-0.618	0.692	0.6	-0.19786496455081928	1	-0.36160450013575063	-0.29075703048616097	NA	NA	-0.7746763388746485	0.1443247494292854	0.32738664856189437	0.13764001379193913	-0.1970855088519854	1	1	NA	NA	1.8341862085225688e-5	1	1	1	1
NAA50	0.605	0.291	0.856	0.785	0.30218799841010757	0.00434088222171889	0.15778656700571214	0.4874451789037836	0.22422409815019595	0.42653176711077456	0.373483268102073	NA	-0.32165943742960845	NA	0.238236002293727	1	1	1	1	1	NA	0.03533631331119838	NA	0.00179441021146377
NAAA	0.298	-0.511	0.936	0.647	0.1579600686660449	1	0.33514441753225155	0.17857505091086984	0.44707258865545474	0.2518509856720843	NA	NA	NA	NA	NA	1	1	1	1	NA	NA	NA	NA	NA
NAB1	0.093	1.609	0.982	0.179	0.1848334839579953	0.01035072643662905	NA	0.23868173763066475	0.19312453340825816	0.15424746787081198	0.21862673411256067	0.1737342855796485	-0.24419275195234852	NA	NA	NA	1	1	1	1	1	1	NA	NA
NAGK	-0.309	-0.943	0.895	0.3	-0.15020963375740082	0.13420759367364915	-0.1590133871791537	-0.17029066048136632	-0.3391005173510181	NA	-0.29523052355498347	NA	NA	NA	NA	1	1	1	NA	1	NA	NA	NA	NA
NAMPT	0.049	0.11	0.991	0.928	0.3738606008155183	0.3852301651957263	1.2913848057285806	0.4867488486272742	NA	NA	0.32626159389038056	NA	-0.2949870438899638	NA	0.27456330472970214	0.00290349707750229	1	NA	NA	1	NA	0.10719321148857808	NA	2.636851433450308e-4
NAP1L1	0.459	0.461	0.88	0.637	0.14776441028851828	1	-0.2969646214660844	NA	NA	NA	0.217130447905284	0.23803342086268353	NA	NA	0.25630390070371956	1	NA	NA	NA	1	1	NA	NA	4.340780467628408e-4
NAP1L4	0.841	-0.343	0.739	0.745	0.7073140210281621	2.862349650198916e-46	0.5684817387076557	0.9027333522346908	0.2551145460243087	0.6898540744065533	NA	1.1848634076306213	-0.17316382031302746	NA	0.2328429566703072	1	2.011504156682486e-11	1	4.03158126852846e-9	NA	2.9097912103804404e-17	1	NA	0.09187140824650827
NARF	0.832	-0.382	0.811	0.758	0.2153213145399091	1	0.623099950268206	NA	NA	0.34455894931955755	0.1741275368273668	0.35517784043574196	NA	NA	NA	1	NA	NA	1	1	1	NA	NA	NA
NBAS	2.081	-0.731	0.373	0.523	0.54937846808169	1.9388810741015853e-8	0.5097203538668253	NA	1.1223798345765976	0.26772965492625556	-0.13822665167697323	1.3103769181714997	0.40656691428565406	0.4128951967801957	0.16969672140445358	1	NA	0.00830436300744066	1	1	1.1643743751125913e-7	1	1	1
NBEAL1	1.509	1.617	0.504	0.233	0.36213203524075566	7.958123080611162e-5	0.1661860885060521	NA	NA	0.31306063980032184	1.4214045981101742	0.29396633320601584	NA	NA	-0.27866516619576276	1	NA	NA	1	1.269002126139166e-20	1	NA	NA	1
NCAPH	0.904	-0.565	0.803	0.53	0.3855779275034804	1.221088856842469e-10	0.4911070808280397	0.32712673122688657	0.31757906127672914	0.4288623482632385	NA	0.535441844280911	-0.2517916669016164	NA	0.22679209293499544	1	1	1	0.00311714276688177	NA	1	1	NA	7.596750017764317e-4
NCBP3	1.022	0.396	0.661	0.711	0.19657280822195644	1	-0.2789536002166121	NA	0.21406832955116717	0.23913007209107984	NA	0.6984563223590999	-0.2194232418737061	NA	NA	1	NA	1	1	NA	0.21095518877675992	1	NA	NA
NCF4	-1.23	-1.238	0.79	0.306	0.25909588042071036	0.00638258852090635	0.6816608403950665	NA	0.16810300943065143	0.2886533734977095	0.30333639347949326	0.18124746335533648	NA	NA	NA	1	NA	1	1	1	1	NA	NA	NA
NCK2	-1.867	-0.609	0.385	0.659	0.16760172618769908	1	0.7836682265006554	0.27942636236669705	0.3207934141407532	-0.14016912675398735	0.19749862772891105	NA	NA	NA	0.1744608962804916	1	1	1	1	1	NA	NA	NA	0.00177031641071269
NCKAP1L	0.204	0.154	0.961	0.893	0.1388567789787334	1	-0.2056504893739155	NA	NA	0.3203163495348884	NA	0.28040815186887746	NA	NA	NA	1	NA	NA	1	NA	1	NA	NA	NA
NCOA4	-0.399	-0.616	0.904	0.697	0.1863210404506631	1	NA	NA	NA	0.3328604996391884	NA	0.1957110539990549	-0.479511535593547	-0.25787687808462345	NA	NA	NA	NA	1	NA	1	3.0283977487055813e-7	0.3379917052061966	NA
NDE1	-1.661	-0.213	0.484	0.903	0.1504002513037197	1	0.5646407671331637	NA	NA	NA	0.35182380955778836	0.28673377473964023	-0.3591550692401596	NA	NA	1	NA	NA	NA	1	1	0.01539714456890152	NA	NA
NDUFA1	0.527	-0.604	0.839	0.551	-0.17559254635239885	0.0468037867991407	-0.8819177121736255	-0.3704233876423912	0.5220427680232647	-0.1920327843257419	-0.5959246443258102	NA	0.4182253319168872	NA	NA	0.03271160884710916	1	0.19720466490348235	1	0.00170207457952032	NA	5.2621916787512974e-5	NA	NA
NDUFA3	0.858	-0.313	0.772	0.821	-0.369347237410671	6.63228354982666e-14	-0.9332703576740986	-0.7653357782153043	0.1667993436751689	-0.5135473502432284	-0.5363218537428072	-0.178202152412968	0.42864081336329907	NA	-0.1813379563475368	0.08169132278386172	8.104567663113125e-8	1	2.718785527345316e-4	0.5947367372945469	1	1	NA	1
NDUFAF4	1.152	0.489	0.561	0.659	-0.1744933367153474	1.9502078497068252e-6	NA	-0.18754270492055783	NA	-0.30054068794057637	NA	NA	NA	NA	NA	NA	1	NA	2.85726186452252e-4	NA	NA	NA	NA	NA
NDUFB1	1.255	-0.293	0.62	0.801	-0.2910801782577026	1.8855485656041785e-7	-0.9885356556786028	-0.8396862280938486	0.5624941887996946	-0.28782531477521545	-0.8701974835576991	NA	0.8632999409142943	NA	-0.3372115465764125	0.11332676351173192	1.8437049468706055e-10	1	1	1.527278353786086e-6	NA	4.102486932817819e-22	NA	5.472958510633592e-6
NDUFB10	1.312	-0.264	0.594	0.859	0.24131256094422615	2.6774829455476036e-4	0.28091171175810903	0.35200397564436847	0.3902763485616312	0.5175350181916829	NA	0.1544718026567904	0.2161006435565045	0.14444164998060582	NA	1	1	1	1.4563906971232309e-5	NA	1	1	1	NA
NDUFB2	0.991	-1.088	0.676	0.32	-0.2682622112972348	5.716904335237152e-6	-0.6717961941941462	-0.36602018971562567	NA	-0.16831144700242673	-0.6590073180102451	NA	0.2987800109265204	NA	NA	1	1	NA	1	8.161184186731761e-4	NA	1	NA	NA
NDUFB5	1.038	-0.588	0.408	0.64	0.1421030508813398	1	0.4793410793744354	NA	0.4169209923008847	0.2580211344092441	NA	NA	0.3139587350074088	0.2526411683342009	NA	1	NA	1	1	NA	NA	1	1	NA
NDUFB6	0.412	-1.046	0.898	0.378	-0.2224159568506645	0.00169673069900917	NA	-0.2265316965566122	0.25213796731830396	-0.430761790636754	-0.21151195282879853	-0.2289833317015604	-0.22049872990726216	NA	-0.18530825970428969	NA	1	1	9.487117862236684e-4	1	1	1	NA	1
NDUFS4	0.128	-0.695	0.972	0.481	0.17668090464818165	1	-0.13756430913557627	0.3234837353082383	0.35542623254771666	0.25892962019058324	NA	NA	0.29490672812979146	NA	NA	1	1	1	1	NA	NA	0.8792983387891519	NA	NA
NDUFS6	1.36	-0.509	0.61	0.708	-0.2068994340328234	0.00578070725217841	-0.3806659009307074	-0.20994484487851284	-0.23034609715671817	NA	-0.39320095039904857	-0.22723098747547543	0.40033983708899834	NA	NA	1	1	1	NA	1	1	0.05138066315204787	NA	NA
NDUFS7	0.68	-0.623	0.869	0.688	0.14399038838601208	1	NA	0.13949744095173033	0.5030021539785544	0.17815302855036275	NA	0.20263975004781132	NA	0.14574031720122516	NA	NA	1	1	1	NA	1	NA	1	NA
NEAT1	0.35	1.263	0.923	0.249	0.9460846778636838	4.6468589487804165e-66	1.4169178521203936	1.5859906607847707	-0.5332155898326842	0.9369804682268534	0.5938834659634566	1.3118845680652351	NA	NA	-0.29945486011692335	1.2037227416113766e-8	1.4033682100928627e-25	1	9.56837801186133e-12	0.1205974938883208	4.1939586571089805e-18	NA	NA	0.46026947263797496
NECAP2	-0.507	-1.192	0.878	0.208	0.2518633819821937	0.0307310550091957	0.29227814523201656	0.3209298273188157	0.20854068849815477	NA	0.3589505198907045	0.20576422911777192	-0.14105494675915542	NA	NA	1	1	1	NA	1	1	1	NA	NA
NEMF	-0.164	0.266	0.951	0.795	0.1886249873709528	1	NA	0.19901466824395975	NA	0.3137991205513792	NA	NA	NA	NA	0.1701595782693733	NA	1	NA	1	NA	NA	NA	NA	1
NFATC2IP	-0.608	-0.689	0.844	0.483	0.19568704038159512	1	0.2530831721272905	NA	NA	0.16422588243530967	0.17589933409624514	0.3661990763608336	NA	NA	NA	1	NA	NA	1	1	1	NA	NA	NA
NFIC	-1.504	0.041	0.564	0.982	0.14351643041798412	1	NA	0.1436480393688051	NA	NA	0.26365274648304704	0.27892055943568683	NA	NA	NA	NA	1	NA	NA	1	1	NA	NA	NA
NFIL3	0.417	-0.208	0.934	0.926	0.24390518564687969	0.511540671930462	0.8867400990572665	0.22182411652411516	0.13785836789240707	NA	NA	0.2245852477238336	-0.3598048705431738	NA	NA	0.23376591459533855	1	1	NA	NA	1	0.07543064562181892	NA	NA
NFKBIA	0.988	-0.367	0.688	0.756	0.26643079498540767	1	1.1717253845538114	0.8583424978857184	0.22970207636906603	0.3616094379348501	NA	-0.6601710483482829	-0.15462632264125695	NA	0.3241082290124482	3.923112560609774e-4	0.00158380454293007	1	1	NA	1.620517544358682e-5	1	NA	5.901816617129195e-10
NFU1	1.644	-0.354	0.419	0.748	0.21559342743625376	1	NA	0.29010985169411024	0.4398238034690871	0.32484990151882887	NA	NA	NA	0.2525510075456643	NA	NA	1	1	1	NA	NA	NA	1	NA
NHLRC3	1.025	-0.219	0.608	0.874	0.15743302627604622	1	0.32337780387097437	0.19921715094658377	NA	0.25963855587418894	NA	0.29714228546781735	NA	NA	NA	1	1	NA	1	NA	1	NA	NA	NA
NHP2	0.058	-1.249	0.991	0.335	-0.17814780855096524	1	-0.5886022799664922	NA	NA	-0.21995299996135095	-0.5309180553715078	NA	NA	NA	NA	1	NA	NA	1	1	NA	NA	NA	NA
NIN	0.249	0.468	0.941	0.688	0.18131259680790957	1	0.2758809802414758	0.19122163846934637	NA	0.3671370262130056	NA	NA	-0.6003635819115309	NA	0.2690839305236104	1	1	NA	1	NA	NA	3.412844912102883e-8	NA	6.853574321217377e-4
NINJ2	0.106	-0.415	0.979	0.782	0.16145087503457	0.2815812947751973	NA	0.3725455036940205	0.1667581126051346	0.1971305299756825	NA	NA	NA	NA	NA	NA	1	1	1	NA	NA	NA	NA	NA
NKAP	-0.008	-0.383	0.999	0.719	0.14532320251140507	1	0.20035238186138749	NA	0.15407118457058622	0.18733245976624813	-0.18140070355258564	0.32670000287597145	NA	NA	NA	1	NA	1	1	1	1	NA	NA	NA
NKG7	1.823	0.806	0.492	0.577	0.19741894616525135	0.10108100327230717	0.22463345354837175	0.3274781610110494	0.3412035323298072	0.7062229631586406	NA	NA	0.9776787335760656	0.6554334837208639	NA	1	1	1	0.01180695813060768	NA	NA	7.291883582210906e-4	1.4279847331492902e-4	NA
NKTR	0.033	0.843	0.995	0.375	0.33194140408039274	4.698818498448805e-5	0.7495168014838658	0.5831526656580404	-0.18335045971220287	0.347979359754238	0.20230128796779057	0.38177482643243765	-0.3645843935123696	-0.17871356878400912	0.21028358357913812	1	0.3992565343898984	1	1	1	1	0.04942940495713972	1	1
NMB	0.522	-1.877	0.922	0.223	0.4795345069364104	1	-0.5198460429950438	0.3230972493028717	0.9690325464746912	0.21663441933707084	0.5291037241287129	1.102412759332574	1.1439704980910286	-0.3250815028255556	0.26449037519697427	1	1	1	1	1	1	1	0.7414237296736327	1
NME3	0.449	-1.342	0.933	0.353	0.19188610660540417	1	0.3868254252441372	NA	0.18632773471183697	0.27508868692582145	0.1590741887223599	0.24654079228132053	0.1452259467169824	NA	NA	1	NA	1	1	1	1	1	NA	NA
NME7	-0.374	-0.424	0.918	0.744	-0.16632332427015367	1	NA	-0.19888255484837009	-0.22937719713033167	NA	-0.4693906747500961	0.1375937387092129	NA	NA	NA	NA	1	1	NA	0.6920498312993023	1	NA	NA	NA
NMRK1	0.123	0.222	0.974	0.841	0.17427654578251872	1	0.19407695579493744	NA	0.15019714747169344	0.4561903071090117	NA	NA	NA	NA	NA	1	NA	1	1	NA	NA	NA	NA	NA
NOB1	-0.015	-0.956	0.998	0.401	0.17141467480511413	1	0.2813179619761884	0.1658236997057858	0.15863497854401432	NA	NA	0.20516324118788465	-0.28440867710783246	NA	NA	1	1	1	NA	NA	1	0.649048107602946	NA	NA
NOC2L	-2.405	-0.829	0.477	0.55	0.15391121487515377	1	0.4438011755798935	0.2398238510174621	NA	0.19338411368197173	NA	NA	NA	NA	NA	1	1	NA	1	NA	NA	NA	NA	NA
NONO	0.048	-1.073	0.987	0.211	0.1929518684795657	1	NA	NA	0.18675037972156017	0.25798588846916304	-0.19117147667726253	0.34599704544362775	-0.39348578977028414	NA	0.17441531405221555	NA	NA	1	1	1	1	1.58507921031021e-4	NA	1
NPDC1	-0.44	0.907	0.95	0.649	0.20127607494664768	8.334428163642784e-5	0.2831460837751751	0.3444050152292131	0.20052631627189987	0.239106083703277	0.16861587824007085	NA	NA	NA	NA	1	1	1	1	1	NA	NA	NA	NA
NPM1	0.765	0.006	0.731	0.996	0.49389677142091104	1.8445802537123692e-36	0.4593610632388691	0.5039474684268366	0.6920205178793237	0.5480442825611478	0.7274817231343049	NA	-0.34113307349535704	NA	NA	1	7.744499061185658e-4	1.550573724290974e-6	2.305667772167012e-10	2.5523005108202254e-11	NA	5.343142278659176e-6	NA	NA
NR3C1	-0.454	-0.464	0.868	0.683	0.16805442792554315	1	0.1818883020503934	NA	-0.3764907849187918	-0.175144386143955	0.7009388643060444	0.7751878376168779	-0.3508705200873581	NA	NA	1	NA	1	1	4.69218951380976e-4	1.2901066051460473e-8	5.86407336747826e-4	NA	NA
NRDC	-0.51	-0.223	0.786	0.852	0.29975531398434774	0.00247394917118374	0.32300375573215523	NA	0.29663028482855636	NA	0.5757300807243152	0.4328461075235034	-0.37277536452852056	NA	0.4003083169007349	1	NA	1	NA	0.03793230591128616	1	4.126988169544823e-4	NA	8.056752626734392e-13
NRIP1	-0.861	2.432	0.815	0.113	-0.2626339811036468	4.968057864921887e-7	-0.5043565900849282	NA	-0.34924373172612105	-0.4242751852367753	NA	-0.24639111050224588	-0.1457877156205266	NA	NA	1	NA	1	0.1587688395552912	NA	1	1	NA	NA
NSD1	0.561	0.555	0.901	0.672	0.2485561505506929	0.09304490238790214	0.2161639749549582	0.15333601599348867	NA	0.24891888713384325	0.3183260735460023	0.31247923226559016	-0.2332284575582733	NA	0.14742303074007235	1	1	NA	1	1	1	1	NA	1
NSF	-0.321	-0.082	0.94	0.953	0.17696142811823762	1	0.31269398747536864	NA	NA	0.2564148891333183	NA	0.18738650139592444	-0.3468287656709155	NA	NA	1	NA	NA	1	NA	1	1	NA	NA
NSMCE1	0.007	-1.08	0.998	0.308	0.551958249443809	3.014349823203375e-10	0.940768005178814	NA	NA	0.5068820186291245	NA	1.3770309777329592	-0.18218651668347596	NA	NA	1	NA	NA	1	NA	8.064760162948384e-13	1	NA	NA
NSMCE3	-0.702	-1.128	0.859	0.486	0.1450302620599092	1	NA	NA	0.1704321114858265	0.15095127530534536	0.2937751164438932	0.17086728286445865	NA	NA	NA	NA	NA	1	1	1	1	NA	NA	NA
NT5C	0.772	-1.063	0.888	0.531	0.1703996554843482	1	-0.17470477363684067	NA	0.2848942038280131	0.284887359890497	0.1376430542138981	0.2368378627457549	0.17682282572559893	NA	NA	1	NA	1	1	1	1	1	NA	NA
NUDT21	-0.041	-0.329	0.983	0.755	0.1967056898283059	1	0.1401165342016082	0.3025638058922241	0.3356703253919784	NA	NA	NA	NA	NA	NA	1	1	1	NA	NA	NA	NA	NA	NA
NUDT22	-0.438	-0.877	0.917	0.538	0.1528498264717909	1	NA	NA	0.4580468231482045	0.2591091882102574	NA	0.26061840619189647	0.22430212857252985	0.1673700099740537	NA	NA	NA	1	1	NA	1	1	1	NA
NUDT5	1.034	-0.679	0.659	0.551	0.43833689553801514	3.2819368929359384e-10	0.7098349743302161	NA	0.6905815852380044	0.3647425248279941	NA	0.6223593028857575	NA	0.16199309299783438	0.23192908245967825	1	NA	0.7551371334408018	1	NA	0.1687572002524245	NA	1	0.02546039692748143
NUP98	-0.452	-0.147	0.891	0.912	0.24963148251056	0.2498367574334908	0.20369902996753375	NA	0.20662488934082557	0.4738347918167484	NA	0.3807965758993508	-0.4953320948709403	-0.15236301308401423	0.3315331222935157	1	NA	1	0.462889070911865	NA	1	2.286526723560024e-6	1	8.002598292514275e-9
NUPL2	0.463	-0.407	0.857	0.641	0.1406659454199593	1	0.1903380412475292	NA	0.1806860847363267	0.22345657864010263	0.14049790632568548	NA	-0.23053971272474488	NA	NA	1	NA	1	1	1	NA	1	NA	NA
NUSAP1	2.419	0.187	0.325	0.894	0.613597286198553	6.241794440306364e-18	0.5970470899842514	0.468379222562782	0.2418396075097371	0.5568229977863342	NA	1.212256912437346	-0.2048937057922592	NA	NA	1	1	1	0.04870055246141296	NA	5.852761665982045e-9	1	NA	NA
OAZ1	0.694	-0.725	0.828	0.585	0.35240045847663426	9.6129179827961e-24	0.4773346008642197	NA	0.8720566889174126	0.276440588105507	0.3548398365188894	0.3131659836682501	0.2048420162588123	NA	0.287432798315844	1	NA	2.5357816963156435e-12	0.35143542683138235	0.01515034061239238	1	1	NA	3.0800277588975914e-14
OCIAD1	0.726	0.033	0.77	0.981	0.23202779439898435	0.1522744514788586	0.4054616741740358	0.16667189543090857	0.266612299078421	0.23744720297901667	0.1692530389610163	0.2517595033484137	NA	NA	NA	1	1	1	1	1	1	NA	NA	NA
ODF2L	0.241	-0.205	0.952	0.844	0.3713292292335324	0.01386191305486515	0.8015861596979164	0.8450926922096142	-0.1602706972599084	0.3917199623517411	NA	0.191545122036489	NA	NA	NA	1	4.923995978324944e-4	1	1	NA	1	NA	NA	NA
OFD1	0.674	0.181	0.769	0.874	0.1789909872343945	1	0.1624645525109505	0.29766919458090224	0.1544479212014907	NA	0.3512812016995876	NA	NA	NA	NA	1	1	1	NA	1	NA	NA	NA	NA
OGDH	0.165	0.163	0.965	0.909	0.15611874149604887	1	NA	NA	NA	NA	NA	0.4873450280588489	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA
OGFRL1	1.171	0.878	0.613	0.587	0.16523057326981783	1	0.5095579421590555	NA	NA	0.28458693472247365	0.2691084096320776	NA	-0.2688244883333622	NA	NA	1	NA	NA	1	1	NA	1	NA	NA
OGT	-0.267	0.003	0.937	0.998	0.18572232148072576	1	0.4528677716104589	0.19215196427119097	0.1390409879641027	0.15998863552940995	-0.20264826645681805	0.4489773005922504	NA	NA	NA	1	1	1	1	1	1	NA	NA	NA
OPA1	-0.591	0.735	0.864	0.48	0.15327792420951408	1	0.2454299152564434	0.1975601532219163	NA	0.16218063662297344	0.17829156024512904	0.1683617230159869	-0.25734140739086153	NA	0.16866482006292882	1	1	NA	1	1	1	1	NA	7.536611507813613e-4
OPTN	-0.197	-0.913	0.951	0.289	0.1503383188052696	1	NA	-0.1588105615418396	-0.40456642124684383	NA	0.5606316994052802	0.40430372583847296	-0.66511491789528	-0.16919850880199094	0.2647462316134388	NA	1	1	NA	0.03516702114514937	1	9.234140346502377e-13	1	0.00459533604292514
ORAI2	-1.419	-0.454	0.577	0.765	0.18379736005256375	1	NA	NA	NA	0.24212813060559263	NA	0.2998113247903075	0.3583605811456538	NA	NA	NA	NA	NA	1	NA	1	1	NA	NA
ORMDL1	1.008	-0.001	0.554	0.999	0.28742635680516093	7.86500990186026e-5	NA	0.3194836493186395	0.29756863334407013	0.2333080905406042	0.36702114731407054	0.3319559725660506	0.33131911692315086	NA	NA	NA	1	1	1	1	1	0.9382321717273868	NA	NA
ORMDL2	0.163	-1.092	0.945	0.255	-0.19828570805079815	0.00498366156823684	-0.3739235291050378	-0.3526891768392062	NA	-0.2464544071612318	NA	-0.206557883450323	0.3007350218125901	0.14074098172062366	NA	1	1	NA	1	NA	1	1	1	NA
OS9	-1.378	-1.812	0.611	0.111	0.15509873503604443	1	0.5436008570848221	NA	NA	NA	0.3387091239613739	NA	-0.3882272956336852	-0.19072020217539656	0.16178763713939526	1	NA	NA	NA	1	NA	8.180029054373926e-5	1	0.06839234003010679
OSBPL8	-0.257	0.389	0.944	0.678	0.23340812640548037	0.221740556773622	0.8852866189642383	0.3060465119424858	-0.5587094841735705	0.2679450092848632	0.43244424448359753	NA	-0.21252954177897496	-0.2477912724303044	0.2777787981877159	0.2842288847050205	1	1	1	0.8763090924791467	NA	1	0.15107286571018552	5.88843719996916e-4
OSTF1	1.592	-0.834	0.418	0.45	0.17432676640241107	1	NA	-0.437807702018159	0.6774313803344647	0.34855906224245636	0.2634485539918887	NA	NA	NA	0.34215017748781884	NA	0.33226827032602746	0.02538891084478879	1	1	NA	NA	NA	5.537351765506642e-13
OTUD5	-1.827	-0.914	0.492	0.525	0.15245842444976349	1	0.14232360706441485	NA	NA	0.18038568644978464	NA	0.3296873177180333	NA	NA	0.15620089928460196	1	NA	NA	1	NA	1	NA	NA	2.538566639482649e-4
OXLD1	0.828	-1.402	0.861	0.334	0.15578984769941912	1	0.34124157667808325	0.20163452416044875	0.22067215478204535	0.19901580171319233	NA	NA	0.21892966267908792	0.20147824310439533	NA	1	1	1	1	NA	NA	1	1	NA
PAFAH1B1	1.658	-0.598	0.418	0.565	0.1468563993927421	1	0.37769520637678466	NA	-0.55602770681320135	0.15518413505240836	0.5235946312434845	0.31550313306305366	-0.46155871242934454	NA	NA	1	NA	1	1	0.05177262691654111	1	9.674530403822457e-8	NA	NA
PAG1	-1.412	0.086	0.504	0.938	0.15759205457553316	1	0.6179274767516625	-0.16306015337136315	-0.25158900968343234	0.4236887784095793	NA	NA	-0.20115175425413323	-0.19098038898149872	0.15787886600128886	1	1	1	1	NA	NA	1	1	1
PAIP2	0.721	-0.045	0.689	0.97	-0.1519467380087518	1	-0.31132262527782895	-0.5743973300977907	NA	-0.23593745117198628	-0.40051901121014777	0.3908256754262698	-0.28514285560816743	NA	NA	1	9.011345357686538e-5	NA	1	0.5868615225433104	1	0.8001914273560635	NA	NA
PAK2	-0.289	-0.208	0.932	0.824	0.3890850958646921	3.439703321526545e-15	NA	0.29977893015591395	-0.16565336315165835	0.25839244912020054	0.44558037693358465	0.8235626180764823	-0.5177063584544004	-0.1912868582135543	0.16713774178701746	NA	1	1	1	0.12556530250179354	2.129785187836075e-8	9.038619721709013e-12	1	0.6207073784009602
PARP4	-0.689	-0.599	0.862	0.632	0.320411091814778	7.2477647023939e-5	0.7854329625435406	0.49175895628011934	-0.20883891241408692	0.2901903173804934	0.3942711633379062	0.17616565852590926	-0.6033397635512201	NA	NA	1	1	1	1	1	1	1.2692969945940806e-8	NA	NA
PAXBP1	0.071	0.394	0.983	0.702	0.17000867101144057	1	0.22539889002166724	NA	NA	0.20356977200168672	0.30387577534891175	0.24404556567290295	-0.7870339188284163	NA	0.16355525889335082	1	NA	NA	1	1	1	3.3331860311767255e-18	NA	0.05524441674186241
PCM1	-0.158	-0.209	0.946	0.854	0.1563683064287118	1	0.5466595797939962	NA	-0.2381286938481717	0.17645654216346318	0.1591970459980927	0.5693895672188892	-0.5288748049031935	-0.13950798063433534	0.24693454277895355	1	NA	1	1	1	1	5.078518208121616e-10	1	0.00203574958403643
PCSK7	-1.357	-0.054	0.579	0.966	0.414047694768088	1.4820977176415064e-8	1.138445985117154	0.6227733062044459	-0.3435221603362406	0.43315773967071614	NA	0.5565405388649144	0.24656605442527124	NA	NA	3.595710900080019e-4	0.2652786744455957	1	1	NA	1	1	NA	NA
PDCD1	-2.315	-1.89	0.519	0.23	0.4209907224347997	5.129478800962312e-5	1.824447028139495	0.5149127551389401	NA	0.17665024242472038	NA	NA	0.17277142739821666	NA	NA	1.2319814897086368e-8	1	NA	1	NA	NA	1	NA	NA
PDCD4	-0.146	-0.628	0.967	0.606	-0.22719448198707237	3.443800890726433e-4	0.3927954710729815	-0.996189792828594	-0.9347069211666744	NA	-0.5309632669803608	0.15522146894803646	-0.7212504824632018	-0.3749916453551445	NA	1	4.1736402454489926e-17	7.972017275370948e-5	NA	0.02902581820422947	1	1.748184524749746e-21	1.242256251097507e-6	NA
PDCD5	1.33	-0.095	0.514	0.941	-0.2255734607741404	0.00410199122244889	-0.26286815420244425	-0.42626534441782704	-0.1742162724656282	-0.4352052432298186	0.17194388190852772	-0.1705539096467199	NA	NA	NA	1	0.48506660893623954	1	0.00440998796325728	1	1	NA	NA	NA
PDCD6	0.396	-0.449	0.894	0.692	0.19387969326126875	0.44948146122829374	0.38134106758108577	NA	0.33447623549379024	NA	0.2310899221110556	0.18457652973477323	NA	NA	NA	1	NA	1	NA	1	1	NA	NA	NA
PDCD7	-0.44	-1.638	0.909	0.212	0.25547535688059864	0.1587388935569209	0.7733106275772337	0.4319214097424877	-0.24135240589929752	NA	0.30545332121488367	0.4614583102140083	-0.19472720875776472	0.14201729239713068	0.2293454639279805	0.45725298308137297	1	1	NA	1	1	1	1	6.823423919694095e-5
PDCL	0.002	0.127	1	0.931	0.140952624803783	1	0.18526581583473337	NA	NA	0.17322186273877127	NA	0.25609260852013005	-0.21571140847329284	NA	0.15916979878579618	1	NA	NA	1	NA	1	1	NA	0.03679130862363423
PDE3B	-0.38	0.824	0.89	0.404	0.7346458497271633	8.889092546885072e-33	0.8229201377380718	0.8193958758914799	1.0886592581845294	1.068491359294148	NA	NA	NA	NA	0.21994213850287891	1	1.5167094199506086e-4	5.232560231519802e-6	1.8806489217915323e-14	NA	NA	NA	NA	0.03074652934852313
PDE7B	-0.463	1.094	0.918	0.433	0.20951933083523103	0.0029668363310605	NA	NA	0.2994131196618565	NA	0.24395213789772657	0.15598565590806326	0.20210320324875855	NA	NA	NA	NA	1	NA	1	1	1	NA	NA
PDHB	0.917	-0.607	0.774	0.625	0.1557108478305088	1	-0.34020271756676446	NA	0.46422102670174015	NA	0.1422455029601431	0.31858904065626636	NA	NA	NA	1	NA	1	NA	1	1	NA	NA	NA
PDIA3	-0.485	-0.837	0.894	0.446	-0.14809817130710368	1	-0.16052012486650802	-0.5542652841570848	NA	-0.3782476917999267	0.4813993542325132	NA	-0.8674253425696326	-0.27179830514890546	0.35480331713672797	1	0.01227475714353206	NA	0.4715840061817047	1	NA	1.2673120372474974e-23	1	1.2241400982989427e-9
