gene	p_val	auc	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	pct.diff
PICALM	0	0.6757466892379345	0.4346202156899386	0.613	0.214	0	5	0.399
GALNT11	0	0.6756832790769073	0.4837060897843227	0.492	0.117	0	5	0.375
UBE2A	0	0.6756599841886415	0.42365739077460285	0.731	0.312	0	5	0.419
PSMC1	0	0.6754792498633833	0.44101149971136333	0.733	0.313	0	5	0.42
ATP5F1B	0	0.6752550041889603	0.49666947872085454	0.823	0.436	0	5	0.38699999999999996
KATNBL1	0	0.6746730336183205	0.3822283053395077	0.587	0.193	0	5	0.39399999999999996
MT-CO1	0	0.6738568909581726	0.412771952799698	0.998	0.972	0	5	0.026000000000000023
CA2	0	0.6737086492672056	0.6093965702874338	0.373	0.023	0	5	0.35
PSMA2	0	0.6730652814075709	0.5067515872421329	0.838	0.468	0	5	0.36999999999999994
GNA13	0	0.6729856486240456	0.4551594625315001	0.65	0.252	0	5	0.398
ANXA7	0	0.672690272087129	0.48018843370644926	0.757	0.356	0	5	0.401
GRN	0	0.6724519846361766	0.4136766599253445	0.567	0.183	0	5	0.38399999999999995
LYST	0	0.6720962327299123	0.5842762519249093	0.618	0.241	0	5	0.377
FLOT1	0	0.6717319671725928	0.34083953124007105	0.541	0.16	0	5	0.381
PPP3CA	0	0.6716241734178535	0.4495183038314563	0.588	0.202	0	5	0.38599999999999995
ZBTB46	0	0.6714718449866998	0.491337191259218	0.367	0.024	0	5	0.34299999999999997
VDAC1	0	0.671466343605679	0.5006596656372186	0.843	0.458	0	5	0.38499999999999995
TNIP2	0	0.6709483241847501	0.4081358209641015	0.678	0.274	0	5	0.404
TUBB4B	0	0.6709195180622439	0.5171754450587924	0.839	0.458	0	5	0.38099999999999995
JUNB	0	0.670904699758159	0.4113772007410912	0.875	0.554	0	5	0.32099999999999995
ENTPD1	0	0.6707556435343602	0.5442322453424706	0.502	0.137	0	5	0.365
EPB41L3	0	0.670754904073679	0.41190678113584245	0.473	0.106	0	5	0.367
RRBP1	0	0.6706595966943533	0.5023930863119852	0.646	0.258	0	5	0.388
STX11	0	0.6705822798866674	0.39271853291108166	0.484	0.118	0	5	0.366
G3BP2	0	0.6705427431386649	0.5344550626642868	0.796	0.424	0	5	0.37200000000000005
PTEN	0	0.670501983183812	0.45065216221442106	0.638	0.249	0	5	0.389
TRADD	0	0.6702467392800915	0.4240612109270321	0.666	0.266	0	5	0.4
UBE2D1	0	0.6700224288559389	0.4415800073980232	0.514	0.145	0	5	0.369
FNDC3B	0	0.6696837971535707	0.38742734752635793	0.465	0.105	0	5	0.36000000000000004
PGD	0	0.6695551389714346	0.4340429515353815	0.517	0.147	0	5	0.37
DYNC1LI1	0	0.6691267707125006	0.36583690932255175	0.629	0.232	0	5	0.397
CCPG1	0	0.6690400745780255	0.5666873545335842	0.589	0.221	0	5	0.368
TANK	0	0.668914973408215	0.41003199502505416	0.776	0.362	0	5	0.41400000000000003
ATP6V1B2	0	0.66882800279119	0.39382862532442364	0.513	0.146	0	5	0.367
TNIP1	0	0.6687528968583332	0.42150988469741313	0.693	0.29	0	5	0.40299999999999997
ZBTB10	0	0.668639377444524	0.5618214714594852	0.428	0.08	0	5	0.348
TBL1X	0	0.6685977996724328	0.4910909395731204	0.507	0.143	0	5	0.364
NBDY	0	0.6682936368787149	0.3437672613454522	0.629	0.229	0	5	0.4
DPP9	0	0.6682834495879071	0.42463399077491776	0.478	0.117	0	5	0.361
MAN1A1	0	0.6678592567481375	0.49540148565568937	0.43	0.081	0	5	0.349
NEDD4	0	0.6675501377848911	0.5732727344034408	0.366	0.027	0	5	0.33899999999999997
CTBP2	0	0.6673618042812097	0.4162207795003406	0.42	0.075	0	5	0.345
BHLHE40	0	0.6672201112277614	0.36419329453916816	0.54	0.166	0	5	0.374
CDC37	0	0.6670880945052972	0.4553233917852766	0.792	0.398	0	5	0.394
RBX1	0	0.6670761805550305	0.457058740140472	0.876	0.552	0	5	0.32399999999999995
DNAJC15	0	0.6667401852927438	0.47759093998701463	0.615	0.239	0	5	0.376
CYSTM1	0	0.6663994370249355	0.4079409858206955	0.653	0.269	0	5	0.384
PPFIBP1	0	0.6659996919001412	0.5746222773876578	0.424	0.082	0	5	0.34199999999999997
PTGES2	0	0.6659087363595334	0.42806424770319934	0.459	0.108	0	5	0.35100000000000003
DERL1	0	0.66575081223797	0.3394317694892559	0.648	0.25	0	5	0.398
NFKBIE	0	0.665559108463937	0.46348504536792945	0.424	0.084	0	5	0.33999999999999997
WBP4	0	0.6653071616352213	0.3505609425910624	0.55	0.176	0	5	0.37400000000000005
TCHH	0	0.6649206371853115	1.4092850194800555	0.351	0.021	0	5	0.32999999999999996
PHPT1	0	0.6649174217512701	0.36863924316862906	0.628	0.239	0	5	0.389
FBXW5	0	0.6644859666193522	0.3729631730680284	0.615	0.229	0	5	0.386
NFIL3	0	0.6644504260557552	0.4665646765798029	0.496	0.143	0	5	0.353
SEC61G	0	0.6644101254486224	0.4888461816658145	0.866	0.543	0	5	0.32299999999999995
PSMA3	0	0.6641591282826093	0.44763694752059435	0.787	0.408	0	5	0.37900000000000006
PPP2R3A	0	0.663947141421144	0.47485032404105854	0.361	0.03	0	5	0.33099999999999996
TPI1	0	0.6638696969908024	0.4636799258938096	0.926	0.708	0	5	0.21800000000000008
ARRB2	0	0.6638630751579372	0.5442054217441057	0.616	0.257	0	5	0.359
FNBP1L	0	0.6636191357124624	0.47041037086669174	0.367	0.035	0	5	0.33199999999999996
SERF2	0	0.6635527874151494	0.401277670797064	0.961	0.901	0	5	0.05999999999999994
UPF2	0	0.6634795854997068	0.4849979640498763	0.733	0.35	0	5	0.383
RDX	0	0.6633939234841033	0.47718080770194093	0.6	0.23	0	5	0.37
BTN2A2	0	0.6630263946342466	0.4181680342566342	0.403	0.066	0	5	0.337
MT-ND5	0	0.6629049246105102	0.4525090941617007	0.978	0.918	0	5	0.05999999999999994
PSMB6	0	0.6628892242086583	0.4534000839022885	0.835	0.466	0	5	0.36899999999999994
SLC16A10	0	0.6626479277720781	0.489219749180553	0.441	0.096	0	5	0.345
PDIA3	0	0.662643110016827	0.5587419820364772	0.819	0.482	0	5	0.33699999999999997
TFPI	0	0.6624024634235487	0.977537479978738	0.418	0.089	0	5	0.32899999999999996
LPAR6	0	0.6623844808283248	0.48189258766438203	0.688	0.316	0	5	0.37199999999999994
SPECC1	0	0.6623281011741815	0.5394179793767967	0.396	0.064	0	5	0.332
RNH1	0	0.6622544741626873	0.4190464253885391	0.774	0.381	0	5	0.393
HLA-DOA	0	0.6620449168236889	0.4798149063579552	0.36	0.034	0	5	0.32599999999999996
ATF3	0	0.6620104652754735	0.5803251279884544	0.4	0.069	0	5	0.331
HMSD	0	0.6617389912420397	0.48798949342542286	0.363	0.036	0	5	0.327
PLGRKT	0	0.6615535799218123	0.3914478055516234	0.478	0.13	0	5	0.348
TAP2	0	0.6613014322750943	0.41083323421119655	0.438	0.097	0	5	0.34099999999999997
ZNF706	0	0.6610041249763098	0.532490104740226	0.803	0.434	0	5	0.36900000000000005
TNFRSF1B	0	0.6608522770069185	0.33887057678750065	0.753	0.374	0	5	0.379
SQOR	0	0.6606244395993004	0.4560295076879638	0.563	0.205	0	5	0.358
SPAG7	0	0.6605087308939055	0.3496475680632325	0.564	0.194	0	5	0.36999999999999994
NFKBIZ	0	0.6603879764016025	0.35316191939147334	0.528	0.168	0	5	0.36
LAMP2	0	0.6603202139326565	0.3543157300465516	0.594	0.22	0	5	0.374
FKBP2	0	0.6602400237384145	0.4074095952810217	0.784	0.4	0	5	0.384
PXDC1	0	0.6601848616607104	0.5015798265609103	0.377	0.053	0	5	0.324
HIGD1A	0	0.6600670049534125	0.3334404786266527	0.471	0.123	0	5	0.348
UBE2R2	0	0.6598597344997954	0.3718469606437572	0.635	0.254	0	5	0.381
C11orf86	0	0.6598501398097747	1.0265900952413471	0.326	0.007	0	5	0.319
ARNTL2	0	0.6595214138776504	0.4812384672355192	0.383	0.059	0	5	0.324
BET1	0	0.6594364045205544	0.3886320353862622	0.443	0.105	0	5	0.338
RBM47	0	0.6589332296789632	0.44902554831744224	0.403	0.075	0	5	0.328
ANAPC11	0	0.6588630062510872	0.34218056368434047	0.747	0.344	0	5	0.403
SOD2	0	0.6585472476253398	-0.34500052438635587	0.712	0.344	0	5	0.368
CSF2RB	0	0.6583997773007181	0.5573368795276076	0.372	0.051	0	5	0.321
PCBD1	0	0.658369430791526	0.3295587701484896	0.492	0.143	0	5	0.349
GALC	0	0.6583485541649047	0.41725166727182095	0.392	0.064	0	5	0.328
SEM1	0	0.6583361438000435	0.4065938539311946	0.819	0.43	0	5	0.38899999999999996
TUBB6	0	0.6583270746150754	0.45011467203919103	0.42	0.09	0	5	0.32999999999999996
MYO1E	0	0.6576699995191816	0.5692083859515088	0.352	0.035	0	5	0.31699999999999995
EMC3	0	0.6574907755517491	0.42123909716894103	0.632	0.264	0	5	0.368
COMMD1	0	0.6574143065901616	0.33905688442434306	0.482	0.136	0	5	0.346
MSRB1	0	0.6572486542599165	0.39715744440075634	0.408	0.081	0	5	0.32699999999999996
HSP90AA1	0	0.6571042473482316	0.4127629212343482	0.941	0.802	0	5	0.1389999999999999
RAB7A	0	0.657100119787563	0.31455718106641695	0.733	0.33	0	5	0.40299999999999997
MRPL14	0	0.6570585650063179	0.38014227478603313	0.651	0.274	0	5	0.377
RTN4	0	0.6565288394911387	0.3809979818347744	0.786	0.395	0	5	0.391
MED4	0	0.6564847768308696	0.3686026569263824	0.685	0.305	0	5	0.38000000000000006
MT-ATP6	0	0.6560782709897317	0.5138071572009553	0.998	0.975	0	5	0.02300000000000002
AC008105.3	0	0.6559873726916385	0.32898672903620196	0.553	0.191	0	5	0.36200000000000004
TMEM45A	0	0.655784207277045	0.7150703012217342	0.332	0.02	0	5	0.312
ALDH1B1	0	0.6557669861949466	0.5482164136943171	0.325	0.013	0	5	0.312
PARK7	0	0.655650939664875	0.47811741558438414	0.878	0.603	0	5	0.275
TMC8	0	0.6554521486106443	0.46275454514163084	0.374	0.055	0	5	0.319
MTHFS	0	0.6552625501412288	0.4203247601124045	0.493	0.154	0	5	0.33899999999999997
FOXN3	0	0.6552301433707095	0.37694396012814235	0.542	0.19	0	5	0.35200000000000004
ANKRD33B	0	0.6550629215633204	0.493348222624836	0.363	0.049	0	5	0.314
NUBP1	0	0.6546956310675411	0.3416993123246874	0.447	0.114	0	5	0.333
AP3B1	0	0.6545959554274647	0.3853698675734558	0.522	0.177	0	5	0.34500000000000003
ERP44	0	0.6544941768287754	0.31131562774584776	0.637	0.26	0	5	0.377
JPT1	0	0.6544593597730277	0.6273433053569328	0.732	0.397	0	5	0.33499999999999996
IQCG	0	0.6544566252699499	0.7661496106802843	0.382	0.068	0	5	0.314
ANK3	0	0.6543883795240357	0.7764550603618592	0.409	0.093	0	5	0.31599999999999995
DCUN1D1	0	0.6543806395853305	0.3069158820557721	0.515	0.165	0	5	0.35
CDK2AP1	0	0.6541646124345715	0.44102186438590774	0.377	0.062	0	5	0.315
NAV1	0	0.6540643324636845	0.6370835642872587	0.388	0.076	0	5	0.312
CUX1	0	0.653890949109552	0.35953364585581965	0.469	0.133	0	5	0.33599999999999997
EI24	0	0.6536886033890005	0.3454502273605244	0.445	0.114	0	5	0.331
KDM2B	0	0.6536141060097627	0.47362422393202314	0.435	0.11	0	5	0.325
ITM2B	0	0.6536082729036774	0.4470245916505009	0.936	0.835	0	5	0.10100000000000009
UBC	0	0.6535988818468647	0.3690640163657162	0.955	0.857	0	5	0.09799999999999998
CCDC47	0	0.6535002271880335	0.3359108515397655	0.597	0.233	0	5	0.364
DDAH2	0	0.653420642732205	0.3301517706742477	0.492	0.152	0	5	0.33999999999999997
VCP	0	0.653392522581473	0.34964718193033684	0.764	0.369	0	5	0.395
HSPH1	0	0.6533859274930612	0.30604438358539154	0.585	0.23	0	5	0.355
CYC1	0	0.6532920582146164	0.2958440124582643	0.561	0.204	0	5	0.3570000000000001
IL2RA	0	0.6532478843537246	0.6616246735836986	0.516	0.196	0	5	0.32
HIVEP1	0	0.6531895500084656	0.3857130493710209	0.51	0.168	0	5	0.34199999999999997
OTUD7B	0	0.6530892554923494	0.43256262808389057	0.354	0.041	0	5	0.313
CUL1	0	0.6529605907414001	0.407601696037021	0.535	0.189	0	5	0.34600000000000003
YPEL5	0	0.6527491124937537	0.4136073524428088	0.723	0.351	0	5	0.372
SMIM14	0	0.6526118618348046	0.5159321562321868	0.442	0.121	0	5	0.321
MBD2	0	0.6524198253973053	0.39688913612159493	0.72	0.353	0	5	0.367
SUB1	0	0.6519983670606136	0.42224885077511987	0.924	0.743	0	5	0.18100000000000005
ST20	0	0.6519925161248926	0.5176002896582673	0.389	0.077	0	5	0.312
PSMC4	0	0.6519055304934376	0.4064887344601823	0.658	0.293	0	5	0.36500000000000005
TET2	0	0.6517820870105479	0.37541059967294627	0.483	0.149	0	5	0.33399999999999996
GK	0	0.6517452655283849	0.3960740367019878	0.506	0.17	0	5	0.33599999999999997
TXNL1	0	0.65131215458635	0.37188787842584525	0.752	0.381	0	5	0.371
SIPA1L1	0	0.6512096172897408	0.3657335150063471	0.543	0.197	0	5	0.34600000000000003
TBCA	0	0.6509333620987292	0.4352251395759552	0.871	0.568	0	5	0.30300000000000005
MLLT6	0	0.6508785871118006	0.31076896634109863	0.581	0.222	0	5	0.359
FAM107B	0	0.6508359695904264	0.6075164794314061	0.858	0.592	0	5	0.266
DNAJC21	0	0.6505968544690162	0.4653978352708399	0.701	0.346	0	5	0.355
VPS35	0	0.6505851394599479	0.3287404340622422	0.66	0.288	0	5	0.37200000000000005
RAB5C	0	0.6505464228751884	0.2987137437397337	0.695	0.312	0	5	0.38299999999999995
CREG1	0	0.6504184516032283	0.3492892462673728	0.479	0.147	0	5	0.33199999999999996
ARHGEF2	0	0.6500970954102676	0.32179434240104043	0.468	0.139	0	5	0.329
RTCB	0	0.6499826770074575	0.32293858116133367	0.52	0.177	0	5	0.343
SNX9	0	0.6497332084981066	0.27915816593746523	0.674	0.297	0	5	0.37700000000000006
ARF3	0	0.6494123867250164	0.282829096345037	0.497	0.159	0	5	0.33799999999999997
IGLON5	0	0.648973133004276	0.5235955541234443	0.304	0.006	0	5	0.298
C6orf106	0	0.6489149577181356	0.31862288063729227	0.487	0.155	0	5	0.33199999999999996
LAMTOR3	0	0.6486629104804188	0.31170373163428183	0.462	0.135	0	5	0.327
ZFAND3	0	0.6484891775715862	0.2754585281436526	0.471	0.141	0	5	0.32999999999999996
KIF5B	0	0.6484754210692284	0.34250082445835206	0.786	0.405	0	5	0.381
PSMB5	0	0.6484403506449731	0.2910078648060107	0.593	0.235	0	5	0.358
DUSP22	0	0.6479103389172205	0.3348522837143963	0.443	0.121	0	5	0.322
MT-ND2	0	0.6477136888268787	0.31850202336331357	0.986	0.962	0	5	0.02400000000000002
COMMD2	0	0.647631544410722	0.31107151414140455	0.545	0.2	0	5	0.34500000000000003
PTTG1IP	0	0.6472852431497896	0.33807079098840154	0.605	0.255	0	5	0.35
ENO1	0	0.6470591324016305	0.3824738783175823	0.932	0.723	0	5	0.20900000000000007
PLEKHA5	0	0.6470288145136959	0.7228304575698362	0.411	0.107	0	5	0.304
MAPRE1	0	0.6469722105815033	0.27332782474746464	0.631	0.263	0	5	0.368
ACTR2	0	0.6469361501432648	0.42793813133465575	0.891	0.585	0	5	0.30600000000000005
KDM2A	0	0.6466629940244614	0.3067881025590413	0.647	0.283	0	5	0.36400000000000005
PLIN3	0	0.6465026854237212	0.3250378589981647	0.482	0.155	0	5	0.32699999999999996
LRRK1	0	0.6462425228865474	0.46753742794028946	0.322	0.028	0	5	0.294
MICAL1	0	0.6461282494668278	0.3709920499866685	0.376	0.073	0	5	0.303
HNRNPH2	0	0.6461237836122815	0.2543960693132199	0.563	0.213	0	5	0.35
MED13L	0	0.6461155176993226	0.31560055886355237	0.484	0.158	0	5	0.32599999999999996
NUP62	0	0.6461070364231325	0.30896944548085453	0.499	0.168	0	5	0.33099999999999996
ITGAV	0	0.6460679463544248	0.4484544309677686	0.398	0.093	0	5	0.30500000000000005
EMILIN2	0	0.6460326056704281	0.3669449594365587	0.409	0.101	0	5	0.30799999999999994
COX7B	0	0.6458926810353224	0.432769592411107	0.868	0.582	0	5	0.28600000000000003
CD47	0	0.6458895176825853	0.43385393788524595	0.704	0.363	0	5	0.34099999999999997
MAGOHB	0	0.6457183344116603	0.3363255376227972	0.426	0.112	0	5	0.314
TMBIM6	0	0.6456494055091776	0.37233177002126583	0.917	0.715	0	5	0.20200000000000007
CTNNB1	0	0.6456018050738215	0.4129834476346824	0.567	0.225	0	5	0.34199999999999997
PDE4B	0	0.645438654992189	0.4235399694838311	0.689	0.343	0	5	0.3459999999999999
ATF4	0	0.6453855559910178	0.3105692936705713	0.833	0.466	0	5	0.36699999999999994
ARL4C	0	0.6453194741998387	0.5150161585152637	0.894	0.717	0	5	0.17700000000000005
SMIM12	0	0.6450220233255665	0.25137502352920116	0.562	0.214	0	5	0.3480000000000001
LGALS1	0	0.6448979956875066	0.5594931333984143	0.915	0.706	0	5	0.20900000000000007
MVP	0	0.6448820400403432	0.3137069074085326	0.557	0.215	0	5	0.3420000000000001
CNPPD1	0	0.644799376218746	0.2972552720405092	0.463	0.141	0	5	0.32200000000000006
COMT	0	0.6447655365085561	0.3341417961550138	0.504	0.177	0	5	0.327
PAFAH1B2	0	0.6443561605652687	0.2578110220828125	0.558	0.212	0	5	0.3460000000000001
PPP2CB	0	0.6443428695102432	0.29580919862423616	0.45	0.133	0	5	0.317
IL10RA	0	0.6440662821249661	0.32616723307067885	0.746	0.375	0	5	0.371
DLEU2	0	0.6439610323777232	0.3897818838008942	0.408	0.102	0	5	0.306
GNB1	0	0.6435602756557024	0.30695416646298823	0.761	0.374	0	5	0.387
UBAC1	0	0.6430566771256624	0.32661971909192017	0.44	0.128	0	5	0.312
ETV6	0	0.642944831351606	0.302667216882612	0.492	0.168	0	5	0.32399999999999995
CBX6	0	0.6429409078933462	0.34033733993461535	0.57	0.228	0	5	0.34199999999999997
BAZ1A	0	0.6429171428657386	0.3310390042304303	0.779	0.419	0	5	0.36000000000000004
LMNB1	0	0.6429129538397469	0.43668285493286463	0.461	0.148	0	5	0.31300000000000006
ARPC1A	0	0.6428677618128155	0.27803718912950337	0.42	0.111	0	5	0.309
MYL6	0	0.6428126114651348	0.48650218031683856	0.971	0.912	0	5	0.05899999999999994
TRPM4	0	0.6427132774033426	0.5070476395014867	0.297	0.011	0	5	0.286
ACTR3B	0	0.642682341108569	0.3847771935986521	0.307	0.019	0	5	0.288
PLEKHB2	0	0.6425476302343078	0.2673976216747658	0.552	0.214	0	5	0.3380000000000001
MTMR9	0	0.6424733674555401	0.277191228073175	0.436	0.123	0	5	0.313
TIMM17A	0	0.6423618276004964	0.27062765474452	0.52	0.188	0	5	0.332
ATP5MF	0	0.641982055890514	0.39308691387577355	0.827	0.498	0	5	0.32899999999999996
HGSNAT	0	0.6419788864381648	0.32748378281880197	0.423	0.116	0	5	0.307
SGK3	0	0.6414499482421628	0.3429709167142727	0.437	0.129	0	5	0.308
PDLIM5	0	0.6411086632084794	0.28802378844530035	0.401	0.099	0	5	0.30200000000000005
ABCC4	0	0.6410309996612988	0.4178061850365369	0.32	0.033	0	5	0.28700000000000003
RAB18	0	0.6409546738059981	0.253101066480379	0.639	0.276	0	5	0.363
KDM5B	0	0.6409161922909096	0.25906847600214267	0.465	0.147	0	5	0.31800000000000006
GFPT1	0	0.6408706934065633	0.2799395672747409	0.476	0.158	0	5	0.31799999999999995
AP2M1	0	0.6406103891707057	0.3259875732287407	0.737	0.371	0	5	0.366
CHMP5	0	0.6405035356946501	0.2512699493428351	0.651	0.29	0	5	0.36100000000000004
MAP2K1	0	0.6401038116838981	0.2530333092829852	0.541	0.208	0	5	0.3330000000000001
ZNF326	0	0.6399886528820048	0.26621384399585113	0.493	0.173	0	5	0.32
CBWD1	0	0.6397907162426857	0.26835909886266035	0.455	0.142	0	5	0.31300000000000006
CBR3	0	0.6396473955311768	0.7213047408735312	0.335	0.053	0	5	0.28200000000000003
TUBA1A	0	0.6395939577669268	0.7167083527395	0.713	0.411	0	5	0.302
PAPSS2	0	0.6395138229383958	0.4362298423373956	0.331	0.047	0	5	0.28400000000000003
ABCA5	0	0.6394435417988042	0.4055341535630236	0.371	0.08	0	5	0.291
REST	0	0.6393626107362781	0.3336216073346502	0.65	0.307	0	5	0.343
PTP4A2	0	0.6393498428403006	0.3928240874941351	0.887	0.572	0	5	0.31500000000000006
BNIP3L	0	0.6392751957859629	0.3830094454762616	0.766	0.42	0	5	0.34600000000000003
CCM2	0	0.6391299832562641	0.2647398111089857	0.661	0.3	0	5	0.36100000000000004
CPVL	0	0.6390010871892515	0.5374109665999633	0.294	0.015	0	5	0.27899999999999997
TNFRSF1A	0	0.6386757854855869	0.2883872913221548	0.429	0.126	0	5	0.303
GPR132	0	0.6386503655862641	0.2909160049726391	0.427	0.123	0	5	0.304
ST3GAL2	0	0.6386192697631711	0.29223088192205876	0.402	0.104	0	5	0.29800000000000004
RAD23A	0	0.6384360472653283	0.3100080771443028	0.732	0.369	0	5	0.363
HAX1	0	0.6383899998850833	0.25573856852526644	0.684	0.317	0	5	0.36700000000000005
WSB2	0	0.638389510508503	0.29917121264512997	0.389	0.096	0	5	0.29300000000000004
TFDP1	0	0.638315928540299	0.4056391859490345	0.375	0.087	0	5	0.28800000000000003
AKR7A2	0	0.638254969484982	0.39374251502973057	0.431	0.131	0	5	0.3
CYTH1	0	0.6381779801795522	0.3222636606826774	0.715	0.352	0	5	0.363
FCGRT	0	0.6381605127669604	0.3981901171802465	0.373	0.085	0	5	0.288
YWHAG	0	0.638001955693329	0.29287049603272175	0.537	0.21	0	5	0.32700000000000007
TAP1	0	0.6379347426586837	0.281625710686349	0.63	0.284	0	5	0.34600000000000003
RCN3	0	0.6378544853687073	0.42240853665122097	0.285	0.009	0	5	0.27599999999999997
SAT2	0	0.6377970340596172	0.28373859146739877	0.656	0.306	0	5	0.35000000000000003
AC074327.1	0	0.6376500202675099	0.39735608883923257	0.287	0.011	0	5	0.27599999999999997
PHKB	0	0.6376273799145554	0.28844578198458426	0.464	0.153	0	5	0.31100000000000005
GADD45GIP1	0	0.6374835895329055	0.4502723773619275	0.783	0.48	0	5	0.30300000000000005
TTYH2	0	0.6374001993882532	0.4564033425339249	0.338	0.057	0	5	0.281
KDM7A	0	0.6373776814967439	0.2576518256019179	0.496	0.176	0	5	0.32
PSMD1	0	0.6373499141851188	0.2570184334857126	0.615	0.272	0	5	0.34299999999999997
INSM1	0	0.6368379915612034	0.7875861097692332	0.298	0.024	0	5	0.27399999999999997
B3GNT5	0	0.6367090495124986	0.38246628380349107	0.322	0.044	0	5	0.278
SEC23B	0	0.6367004654813025	0.29357495194361244	0.389	0.098	0	5	0.29100000000000004
WDR59	0	0.6366556633603522	0.31647956963346285	0.378	0.088	0	5	0.29000000000000004
CHMP2A	0	0.636066149915402	0.2617018672359199	0.723	0.355	0	5	0.368
LINC01588	0	0.6357785034639707	0.3420388676183493	0.362	0.077	0	5	0.285
RAB11A	0	0.6356235113790809	0.27692808348362896	0.706	0.345	0	5	0.361
RRAD	0	0.6354547918822915	1.0261306419444836	0.292	0.02	0	5	0.27199999999999996
ZNFX1	0	0.635260443691761	0.2547282327550069	0.454	0.148	0	5	0.30600000000000005
CLN5	0	0.6350361088691595	0.2696490268945955	0.425	0.127	0	5	0.298
PSMD4	0	0.6349404204986706	0.25639003167566177	0.717	0.35	0	5	0.367
GABARAPL2	0	0.6348612062423837	0.36836795400611066	0.85	0.528	0	5	0.32199999999999995
IL6R	0	0.6344996517280951	0.2778355320423994	0.465	0.161	0	5	0.30400000000000005
SLAMF7	0	0.6344800311523899	0.42171696620778715	0.35	0.071	0	5	0.27899999999999997
UBN2	0	0.6337648539657024	0.3064407633879463	0.408	0.117	0	5	0.291
MKNK2	0	0.6336263890147208	0.2596849845714775	0.495	0.183	0	5	0.312
SERTAD2	0	0.6332668417420533	0.31465158891162426	0.386	0.102	0	5	0.28400000000000003
TPRA1	0	0.6331142209987138	0.34806766719066173	0.369	0.09	0	5	0.279
DYNC1I2	0	0.6330483297031163	0.2531233469828803	0.657	0.307	0	5	0.35000000000000003
CTNNAL1	0	0.6329488548810421	0.41583843327588943	0.37	0.089	0	5	0.281
DST	0	0.6329341646688138	0.4595474004138408	0.305	0.036	0	5	0.269
DNAJB4	0	0.6327781295502345	0.35269542603875065	0.347	0.071	0	5	0.27599999999999997
TOP1	0	0.6327606410236004	0.3151925378000815	0.769	0.413	0	5	0.35600000000000004
PRMT9	0	0.6327245205276415	0.2976292649054429	0.343	0.064	0	5	0.279
NBL1	0	0.6325127527830152	0.3814260692546209	0.36	0.083	0	5	0.27699999999999997
KIF1BP	0	0.6324849437125063	0.30993032580209456	0.346	0.07	0	5	0.27599999999999997
LIMCH1	0	0.6324638850359202	0.6986710230712638	0.307	0.039	0	5	0.268
TPD52L2	0	0.6323812080766966	0.30336501204893274	0.404	0.118	0	5	0.28600000000000003
CLIC2	0	0.6322667089713249	0.45904808742976877	0.338	0.068	0	5	0.27
DBNL	0	0.6320166473919859	0.2551740011807528	0.476	0.172	0	5	0.304
OLFM2	0	0.6320090327299317	0.48082991260138913	0.277	0.012	0	5	0.265
DENND1B	0	0.6315664908490042	0.2972634690154792	0.363	0.084	0	5	0.27899999999999997
GPR141	0	0.6315042729275654	0.36509847164994536	0.271	0.008	0	5	0.263
C12orf45	0	0.630547071104439	0.4231101738226127	0.421	0.14	0	5	0.28099999999999997
U62317.5	0	0.6297000995965328	0.4233188092848516	0.282	0.022	0	5	0.25999999999999995
ADAM12	0	0.629681710204094	0.2781367952014725	0.361	0.084	0	5	0.27699999999999997
PDE4A	0	0.6296426370266202	0.2573407529574187	0.395	0.113	0	5	0.28200000000000003
SMOX	0	0.6296007993172082	0.48349111071991113	0.327	0.063	0	5	0.264
TUBB2A	0	0.6292690592382458	0.343785389225384	0.381	0.106	0	5	0.275
RASSF4	0	0.6290935447734444	0.5307444379111369	0.323	0.059	0	5	0.264
PTGIR	0	0.6287676997350912	0.5314613589498516	0.366	0.098	0	5	0.268
MPZL1	0	0.6287108185051432	0.2626438745235993	0.394	0.114	0	5	0.28
DSP	0	0.6285061765151916	0.39442230878034085	0.262	0.005	0	5	0.257
ARHGAP31	0	0.6283557108117693	0.3516718448228916	0.306	0.046	0	5	0.26
MB21D2	0	0.627990928195014	0.2923860808656306	0.327	0.062	0	5	0.265
YWHAH	0	0.6279813250593764	0.6180001919208771	0.684	0.377	0	5	0.30700000000000005
STARD7	0	0.6276753441120163	0.3901036935123591	0.456	0.175	0	5	0.281
PSMD7	0	0.6273755674086848	0.2770859248543933	0.765	0.41	0	5	0.35500000000000004
ME1	0	0.6273375870002001	0.35839956734947714	0.276	0.019	0	5	0.257
ARID3A	0	0.6271836402950045	0.30911284562699193	0.353	0.086	0	5	0.267
ANO6	0	0.6271631043082655	0.2854470027904641	0.423	0.142	0	5	0.281
ZNF366	0	0.6270951297604946	0.36165079781889725	0.273	0.018	0	5	0.255
MTMR4	0	0.6270786992819801	0.2814990637656502	0.363	0.093	0	5	0.27
HAPLN3	0	0.6269999514114275	0.3412980642247705	0.33	0.066	0	5	0.264
SIRPA	0	0.6269401977333252	0.3261770611168763	0.337	0.074	0	5	0.263
F11R	0	0.6269118561197495	0.3126476037467627	0.316	0.055	0	5	0.261
CLDN1	0	0.6269012596857221	0.6173058896732783	0.258	0.004	0	5	0.254
EIF5A	0	0.626622664589623	0.30399709827287547	0.702	0.364	0	5	0.33799999999999997
